src,tar,t,label
8054,8089,43,0
7887,7883,43,0
12180,12178,43,0
11271,11317,43,0
9167,9255,43,0
12178,12262,43,0
11271,11276,43,0
9948,10035,43,0
9167,9170,43,0
8207,8296,43,0
7725,7727,43,0
11895,11964,43,0
9948,9950,43,0
8207,8210,43,0
7728,7816,43,0
11880,11883,43,0
8360,8363,43,0
8362,8360,43,0
8922,8854,43,0
12481,12538,43,0
12481,12541,44,0
11740,11791,44,0
10145,10153,44,0
11733,11740,44,0
10145,10159,44,0
12954,12982,44,0
9645,9650,44,0
12628,12671,44,0
9654,9645,44,0
12631,12690,44,0
12628,12630,44,0
10839,10847,44,0
8548,8557,44,0
12032,12036,44,0
9011,9013,44,0
8548,8557,44,0
7252,7246,44,0
8700,8706,44,0
10964,10961,44,0
9497,9502,44,0
8701,8705,44,0
8548,8583,44,0
9497,9503,44,0
9321,9318,44,0
8548,8557,44,0
11575,11581,44,0
10402,10400,44,0
10248,10256,44,0
9796,9828,44,0
9498,9503,44,0
9321,9318,44,0
6960,7012,44,0
11624,11579,44,0
11417,11415,44,0
10247,10256,44,0
9497,9494,44,0
7100,7160,44,0
6951,6955,44,0
11426,11484,44,0
9321,9318,44,0
6951,6980,44,0
11624,11581,44,0
6951,6980,44,0
12782,12865,44,0
10582,10580,44,1
7394,7474,44,0
6951,6955,44,0
12782,12785,44,0
7399,7395,44,0
11574,11581,44,0
8053,8137,44,0
8055,8053,44,0
7886,7883,44,0
12178,12259,44,0
9167,9173,44,0
7890,7887,44,0
9948,10032,44,0
9167,9249,44,0
8207,8290,44,0
7728,7730,44,0
11895,11970,44,0
11272,11271,44,0
9949,9948,44,0
9167,9227,44,0
7728,7813,44,0
11895,11882,44,0
9163,9167,44,0
9165,9168,44,0
9168,9255,44,0
8360,8456,44,0
9175,9168,44,0
8922,8861,44,0
8360,8450,44,0
8370,8366,44,0
8370,8397,44,0
8366,8370,44,0
12485,12481,44,0
11136,11148,44,0
11740,11785,44,0
10145,10105,44,0
12955,12958,44,0
12958,12954,44,0
12954,12958,44,0
12958,12954,44,0
12630,12628,44,0
10839,10847,44,0
9646,9679,44,0
9011,9014,44,0
12038,12032,44,0
8701,8706,44,0
6802,6800,44,0
8548,8557,44,0
10448,10407,44,0
7144,7127,44,0
6656,6684,44,0
7100,7103,44,0
11484,11476,44,0
9498,9494,44,0
9497,9577,44,0
9322,9401,44,0
6960,7038,44,0
12782,12859,44,0
7394,7480,44,0
6960,7032,44,0
12784,12782,44,0
11574,11581,44,0
7394,7397,44,0
11624,11661,44,0
8059,8053,44,0
8053,8140,44,0
7886,7977,44,0
7888,7886,44,0
12179,12175,44,0
11271,11364,44,0
7729,7728,44,0
12178,12175,44,0
11895,11967,44,0
11271,11273,44,0
7728,7819,44,0
12178,12175,44,0
11881,11895,44,0
12206,12178,44,0
9948,9946,44,0
11880,11939,44,0
9947,9946,44,0
10041,9946,44,0
8922,8861,44,0
11880,11883,44,0
10041,9946,44,0
11883,11880,44,0
8361,8364,44,0
8370,8368,44,0
8366,8360,44,0
11136,11148,45,0
11731,11736,45,0
10105,10099,45,0
10131,10100,45,0
10100,10098,45,0
12630,12628,45,0
10839,10847,45,0
10100,10105,45,0
10839,10847,45,0
10145,10097,45,0
12982,12955,45,0
10839,10847,45,0
10100,10159,45,0
9019,9014,45,0
7251,7249,45,0
10838,10847,45,0
7252,7249,45,0
13014,12958,45,0
10838,10847,45,0
10153,10145,45,0
7251,7249,45,0
6801,6831,45,0
12954,12958,45,0
10105,10099,45,0
8706,8701,45,0
8548,8586,45,0
7252,7249,45,0
6802,6800,45,0
13112,13148,45,0
10838,10847,45,0
10402,10407,45,0
9805,9796,45,0
8700,8758,45,0
10839,10902,45,0
10448,10407,45,0
8700,8706,45,0
6802,6863,45,0
6657,6658,45,0
10401,10407,45,0
10248,10310,45,0
11417,11426,45,0
7099,7183,45,0
12332,12341,45,0
11417,11426,45,0
10582,10585,45,0
9497,9583,45,0
9322,9404,45,0
7099,7102,45,0
12332,12336,45,0
11426,11484,45,0
10584,10582,45,0
9499,9497,45,0
9323,9322,45,0
6960,7035,45,0
7394,7477,45,0
6960,6954,45,0
11624,11667,45,0
7396,7394,45,0
12867,12788,45,0
11576,11624,45,0
8053,8056,45,0
12780,12783,45,0
8053,8143,45,0
12783,12780,45,0
8207,8216,45,0
7886,7889,45,0
8062,8053,45,0
7886,7974,45,0
11271,11367,45,0
11271,11361,45,0
7728,7789,45,0
12178,12175,45,0
11283,11270,45,0
8370,8471,45,0
8370,8477,45,0
11740,11736,45,0
11119,11128,45,0
12480,12485,45,0
12630,12628,45,0
13014,12952,45,0
12094,12030,45,1
8557,8548,45,0
7251,7249,45,0
10105,10100,45,0
9797,9795,45,0
7547,7545,45,0
10101,10099,45,0
6726,6653,45,0
13102,13160,45,0
10402,10404,45,0
6801,6857,45,0
6706,6657,45,0
10964,11002,45,0
10840,10838,45,0
10402,10490,45,0
8700,8705,45,0
7099,7180,45,0
11417,11426,45,0
10582,10667,45,0
9497,9580,45,0
9322,9324,45,0
7101,7099,45,0
11417,11505,45,0
10580,10582,45,0
9497,9500,45,0
9322,9407,45,0
6953,6960,45,0
12333,12404,45,0
9498,9501,45,0
11624,11577,45,0
9494,9497,45,0
11624,11664,45,0
12780,12783,45,0
8208,8216,45,0
7886,7971,45,0
8054,8057,45,0
7728,7731,45,0
12178,12262,45,0
11271,11361,45,0
12179,12175,45,0
9167,9175,45,0
8861,8857,45,0
9168,9174,45,0
9168,9173,45,0
8362,8370,45,0
8370,8363,45,0
11731,11736,46,0
12485,12480,46,0
11136,11123,46,0
9654,9708,46,0
9014,9019,46,0
12954,13036,46,0
7252,7249,46,0
13014,13039,46,0
8547,8552,46,0
7548,7545,46,0
12031,12032,46,1
10099,10179,46,0
9797,9805,46,0
13148,13112,46,0
12094,12030,46,1
10099,10182,46,0
6803,6802,46,0
6655,6656,46,0
10964,11047,46,0
10838,10921,46,0
10403,10402,46,0
10248,10330,46,0
8700,8787,46,0
6802,6888,46,0
6656,6734,46,0
10963,10974,46,0
10838,10927,46,0
10402,10487,46,0
8702,8700,46,0
7099,7186,46,0
11418,11417,46,0
10582,10670,46,0
12404,12334,46,0
11417,11508,46,0
10582,10664,46,0
6951,6955,46,0
12404,12423,46,0
9321,9318,46,0
6952,6955,46,0
10581,10582,46,0
9502,9497,46,0
6960,6955,46,0
12783,12780,46,0
11624,11581,46,0
10582,10588,46,0
7886,7883,46,0
11574,11581,46,0
8208,8264,46,0
7883,7886,46,0
11574,11581,46,0
7727,7731,46,0
11575,11581,46,0
11329,11271,46,0
8857,8861,46,0
12179,12262,46,1
11880,11883,46,0
10041,9946,46,0
9175,9168,46,0
9946,9947,46,0
8370,8474,46,0
12480,12517,46,0
11158,11119,46,0
11118,11128,46,0
12630,12628,46,0
9708,9649,46,0
7251,7257,46,0
12954,12957,46,0
8548,8630,46,0
12954,13033,46,0
9797,9882,46,0
8548,8636,46,0
7548,7550,46,0
13102,13187,46,0
10099,10185,46,0
9797,9799,46,0
13102,13190,46,0
10249,10248,46,0
10099,10102,46,0
6802,6804,46,0
6656,6737,46,0
12094,12030,46,1
10964,10961,46,0
10838,10924,46,0
10402,10484,46,0
10256,10248,46,0
8700,8784,46,0
6802,6885,46,0
6656,6654,46,0
12030,12033,46,1
10964,11050,46,0
10838,10841,46,0
8700,8703,46,0
7099,7183,46,0
10839,10847,46,0
11417,11419,46,0
10839,10847,46,0
12404,12426,46,0
11417,11511,46,0
7399,7394,46,0
12404,12429,46,0
11416,11463,46,0
9494,9498,46,0
6960,6983,46,0
12780,12783,46,0
12332,12396,46,0
11416,11426,46,0
12336,12332,46,0
8054,8062,46,0
11574,11572,46,0
11321,11329,46,0
7728,7763,46,0
11271,11329,46,0
7728,7725,46,0
7728,7731,46,0
12179,12183,46,1
12178,12256,46,1
12184,12178,46,1
11895,11945,46,0
9167,9276,46,0
12180,12179,46,0
9948,10059,46,0
9169,9167,46,0
9948,9950,46,0
8361,8366,46,0
11731,11736,47,0
12481,12535,47,0
12480,12514,47,0
12485,12481,47,0
12481,12485,47,0
11136,11148,47,0
12671,12628,47,0
9014,9017,47,0
12658,12671,47,0
9708,9654,47,0
9708,9676,47,0
12954,13039,47,0
8548,8550,47,0
7549,7548,47,0
12956,12954,47,0
9798,9797,47,0
8548,8633,47,0
7548,7627,47,0
13102,13193,47,0
12955,12958,47,0
9797,9879,47,0
13112,13102,47,0
12954,12958,47,0
10248,10333,47,0
6802,6882,47,0
6656,6740,47,0
12094,12067,47,1
10965,10964,47,0
10248,10250,47,0
8700,8790,47,0
7099,7127,47,0
6800,6802,47,0
12094,12126,47,0
10964,11053,47,0
6801,6806,47,0
9322,9318,47,0
7395,7392,47,0
6955,6952,47,0
9497,9583,47,0
12782,12780,47,0
12332,12336,47,0
11426,11417,47,0
10582,10586,47,0
9501,9498,47,0
9498,9501,47,0
8053,8112,47,0
11575,11581,47,0
7822,7725,47,0
8922,8854,47,0
12178,12175,47,1
11895,11989,47,0
9167,9279,47,0
12179,12293,47,0
11895,11882,47,0
9948,10062,47,0
9167,9170,47,0
9948,10056,47,0
8370,8484,47,1
8360,8481,47,1
8360,8481,47,0
11731,11736,47,0
11123,11118,47,0
12485,12481,47,0
9013,9018,47,0
12631,12713,47,0
12481,12483,47,0
12632,12631,47,0
9647,9708,47,0
9708,9731,47,0
7252,7335,47,0
7251,7249,47,0
8549,8548,47,0
7548,7633,47,0
9797,9885,47,0
7548,7630,47,0
13104,13102,47,0
12955,12958,47,0
10401,10409,47,0
6656,6712,47,0
13102,13105,47,0
10248,10336,47,0
8701,8706,47,0
12094,12120,47,0
10964,10966,47,0
10097,10099,47,0
8700,8711,47,0
12034,12094,47,0
10145,10105,47,0
6802,6806,47,0
13148,13112,47,0
10100,10182,47,0
9326,9322,47,0
10839,10847,47,0
10145,10105,47,0
6960,6955,47,0
11505,11417,47,0
11479,11484,47,0
10582,10588,47,0
11484,11420,47,0
9498,9556,47,0
8216,8207,47,0
7887,7922,47,0
11508,11484,47,0
11283,11271,47,0
11416,11463,47,0
7887,7971,47,0
7727,7789,47,0
7728,7731,47,0
7731,7727,47,0
8922,8859,47,0
8858,8922,47,0
12179,12287,47,0
11881,11895,47,0
9167,9282,47,0
12179,12181,47,0
11895,11995,47,0
9949,9948,47,0
8361,8453,47,0
11740,11736,48,0
12481,12565,48,0
9013,9016,48,0
12631,12710,48,0
12481,12568,48,0
12631,12716,48,0
9708,9648,48,0
9708,9734,48,0
7252,7338,48,0
7252,7254,48,0
7548,7627,48,0
6657,6653,48,0
9796,9805,48,0
7099,7104,48,0
12094,12035,48,0
8700,8711,48,0
6806,6801,48,0
12094,12123,48,0
7395,7480,48,0
10838,10847,48,0
10145,10105,48,0
8701,8758,48,0
7395,7474,48,0
10838,10927,48,0
7394,7453,48,0
10839,10847,48,0
8700,8705,48,0
12404,12423,48,0
8700,8705,48,0
8053,8115,48,0
12867,12811,48,0
11575,11581,48,0
11271,11269,48,0
7822,7723,48,0
8922,8972,48,0
9167,9165,48,0
8922,8966,48,0
12179,12290,48,0
11895,11992,48,0
9948,9946,48,0
9175,9168,48,0
9946,9947,48,0
9948,9946,48,0
9167,9276,48,0
9948,9946,48,0
9168,9279,48,0
11740,11791,48,0
11120,11136,48,0
11119,11124,48,0
9015,9013,48,0
12481,12562,48,0
9013,9095,48,0
12631,12633,48,0
12482,12481,48,0
12485,12481,48,0
9708,9728,48,0
7252,7332,48,0
12481,12568,48,0
7253,7252,48,0
12955,13033,48,0
6658,6726,48,0
10256,10248,48,0
9805,9797,48,0
7099,7104,48,0
9322,9381,48,0
6802,6837,48,0
12033,12030,48,0
10099,10105,48,0
6960,7032,48,0
7399,7394,48,0
6802,6805,48,0
13102,13112,48,0
10839,10847,48,0
6802,6800,48,0
12331,12336,48,0
6802,6860,48,0
8700,8705,48,0
8054,8061,48,0
12783,12785,48,0
12783,12893,48,0
11575,11581,48,0
9497,9500,48,0
10583,10615,48,0
9497,9608,48,0
8207,8318,48,0
8207,8315,48,0
11484,11419,48,0
7887,7945,48,0
11484,11529,48,0
11321,11329,48,0
7727,7845,48,0
7822,7725,48,0
8922,8969,48,0
12178,12173,48,1
9948,9945,48,0
8360,8481,48,0
9167,9197,48,0
9168,9175,48,0
11740,11730,49,0
11136,11121,49,0
11136,11206,49,0
9013,9092,49,0
9013,9098,49,0
9014,9011,49,0
12671,12628,49,0
9014,9011,49,0
12671,12628,49,0
12480,12541,49,0
8547,8630,49,0
12630,12628,49,0
7548,7545,49,0
13014,12958,49,0
12671,12628,49,0
6656,6653,49,0
10247,10246,49,0
7100,7105,49,0
9318,9322,49,0
12030,12033,49,0
13103,13112,49,0
10847,10838,49,0
7395,7477,49,0
7395,7399,49,0
6802,6837,49,0
8705,8700,49,0
8053,8059,49,0
12783,12890,49,0
12784,12783,49,0
10582,10585,49,0
9497,9602,49,0
10582,10697,49,0
9497,9605,49,0
8209,8207,49,0
8207,8210,49,0
11484,11535,49,0
11418,11484,49,0
7727,7839,49,0
7729,7727,49,0
12178,12290,49,0
11895,11883,49,0
8856,8912,49,0
10041,9946,49,0
8856,8854,49,0
8481,8360,49,0
9167,9304,49,0
9167,9301,49,0
11736,11732,49,0
11136,11203,49,0
11136,11200,49,0
11136,11158,49,0
9646,9676,49,0
9013,9098,49,0
12481,12538,49,0
8547,8552,49,0
12955,12958,49,0
10402,10400,49,0
12671,12684,49,0
10401,10459,49,0
10253,10247,49,0
9805,9797,49,0
7100,7180,49,0
10963,10974,49,0
10401,10400,49,0
10248,10279,49,0
10963,10974,49,0
10256,10248,49,0
10256,10247,49,0
9322,9378,49,0
12033,12030,49,0
6955,6951,49,0
10100,10105,49,0
13103,13112,49,0
10838,10847,49,0
10099,10105,49,0
7414,7477,49,0
6801,6863,49,0
11575,11581,49,0
8062,8054,49,0
12783,12887,49,0
8054,8167,49,0
10582,10694,49,0
9499,9497,49,0
10582,10691,49,0
8207,8321,49,0
7886,7999,49,0
11484,11532,49,0
11271,11283,49,0
11415,11484,49,0
11270,11391,49,0
7727,7730,49,0
11484,11463,49,0
7727,7842,49,0
11417,11463,49,0
12175,12179,49,0
11879,11883,49,0
12175,12178,49,0
10041,9946,49,0
8857,8854,49,0
12179,12175,49,0
8370,8453,49,0
9167,9307,49,0
9167,9170,49,0
11731,11736,50,0
9013,9011,50,0
12480,12568,50,0
9013,9019,50,0
8547,8557,50,0
9014,9011,50,0
7547,7543,50,0
7251,7249,50,0
12955,12958,50,0
7249,7251,50,0
6656,6687,50,0
12955,13039,50,0
12631,12628,50,0
9805,9797,50,0
7104,7100,50,0
7251,7249,50,0
10402,10407,50,0
7249,7251,50,0
9322,9320,50,0
12123,12094,50,0
10964,10962,50,0
10247,10256,50,0
6951,6955,50,0
12032,12123,50,0
10963,10974,50,0
10974,10963,50,0
10100,10204,50,0
12033,12087,50,0
10100,10102,50,0
6806,6802,50,0
12336,12331,50,0
12032,12030,50,0
8701,8814,50,0
11575,11689,50,0
12782,12780,50,0
11574,11581,50,0
8054,8170,50,0
8054,8056,50,0
10584,10582,50,0
9498,9501,50,0
7883,7886,50,0
7888,7886,50,0
11270,11273,50,0
11270,11388,50,0
11463,11416,50,0
7728,7731,50,0
11939,11895,50,0
9946,9947,50,0
8857,8972,50,0
8360,8481,50,0
11740,11736,50,0
11740,11815,50,0
11158,11118,50,0
9708,9654,50,0
9654,9646,50,0
12485,12480,50,0
9654,9708,50,0
8608,8547,50,0
12480,12485,50,0
7547,7579,50,0
9013,9008,50,0
12630,12628,50,0
10402,10433,50,0
7252,7338,50,0
10402,10407,50,0
10247,10256,50,0
9321,9375,50,0
6951,6957,50,0
10963,10969,50,0
10100,10210,50,0
6802,6804,50,0
10100,10207,50,0
7414,7397,50,0
6801,6799,50,0
13148,13139,50,0
12094,12087,50,0
8701,8703,50,0
7414,7506,50,0
13148,13105,50,0
8701,8811,50,0
12780,12783,50,0
11576,11575,50,0
11575,11692,50,0
8055,8054,50,0
8216,8207,50,0
8054,8164,50,0
9497,9502,50,0
7886,7996,50,0
7886,7889,50,0
11272,11270,50,0
11270,11394,50,0
11463,11484,50,0
11271,11283,50,0
11416,11426,50,0
11271,11283,50,0
11883,11895,50,0
11270,11329,50,0
9946,10041,50,0
11883,11895,50,0
11883,11880,50,0
10041,10059,50,0
11740,11734,51,0
11740,11812,51,0
11128,11136,51,0
9645,9654,51,0
8547,8557,51,0
9011,9013,51,0
7547,7545,51,0
6657,6653,51,0
12630,12628,51,0
9805,9797,51,0
7144,7130,51,0
12955,12960,51,0
9797,9805,51,0
10402,10462,51,0
10248,10256,51,0
9323,9322,51,0
6951,7056,51,0
10247,10256,51,0
9322,9432,51,0
6953,6951,51,0
10963,10967,51,0
10101,10100,51,0
12033,12030,51,0
7414,7503,51,0
6803,6802,51,0
13148,13217,51,0
8701,8808,51,0
7414,7500,51,0
13148,13214,51,0
12336,12332,51,0
8702,8701,51,0
12332,12453,51,0
11575,11686,51,0
11575,11577,51,0
10582,10586,51,0
8700,8706,51,0
8208,8213,51,0
9497,9602,51,0
8816,8711,51,0
7886,8002,51,0
7725,7728,51,0
11321,11394,51,0
11895,11883,51,0
8861,8856,51,0
10041,9978,51,0
8360,8359,51,0
11740,11809,51,0
11740,11760,51,0
11119,11175,51,0
9646,9654,51,0
12481,12517,51,0
9011,9013,51,0
6709,6726,51,0
12631,12635,51,0
9014,9011,51,0
7100,7105,51,0
9014,9011,51,0
9013,9011,51,0
9014,9011,51,0
7249,7251,51,0
10448,10515,51,0
9322,9429,51,0
6951,6954,51,0
9322,9426,51,0
6951,7059,51,0
10247,10256,51,0
10099,10105,51,0
12094,12038,51,0
10964,11081,51,0
6802,6910,51,0
7396,7414,51,0
6802,6907,51,0
13148,13220,51,0
13104,13148,51,0
12332,12334,51,0
12333,12332,51,0
9498,9502,51,0
8700,8790,51,0
8216,8208,51,0
8207,8216,51,0
8207,8216,51,0
7886,7996,51,0
11574,11612,51,0
8322,8216,51,0
8216,8322,51,0
11575,11581,51,0
11417,11426,51,0
11417,11463,51,0
11417,11426,51,0
11271,11335,51,0
11417,11426,51,0
12179,12238,51,0
11879,11883,51,0
11321,11338,51,0
8861,8857,51,0
10041,9950,51,0
8370,8503,51,0
11733,11740,52,0
11119,11128,52,0
9645,9728,52,0
12480,12514,52,0
7547,7576,52,0
12628,12631,52,0
7551,7547,52,0
7144,7104,52,0
6656,6651,52,0
7545,7548,52,0
12954,13065,52,0
9796,9834,52,0
12954,13062,52,0
9014,9016,52,0
9014,9124,52,0
10401,10459,52,0
10403,10448,52,0
9322,9324,52,0
6951,6955,52,0
10247,10250,52,0
6951,7062,52,0
10247,10358,52,0
10100,10097,52,0
6952,6955,52,0
12094,12087,52,0
10964,10966,52,0
12032,12147,52,0
10965,10964,52,0
6802,6913,52,0
7395,7399,52,0
12867,12777,52,0
12332,12456,52,0
13102,13112,52,0
12332,12450,52,0
9498,9503,52,0
8706,8816,52,0
8054,8059,52,0
8118,8053,52,0
8059,8053,52,0
7887,7883,52,0
7883,7886,52,0
8296,8208,52,0
7887,7977,52,0
7727,7731,52,0
7887,7883,52,0
7728,7725,52,0
11624,11581,52,0
7728,7842,52,0
11895,11883,52,0
8922,8969,52,0
12178,12314,52,0
11271,11275,52,0
11740,11736,52,0
11136,11128,52,0
8547,8557,52,0
9645,9654,52,0
12480,12485,52,0
12632,12630,52,0
7144,7102,52,0
12631,12713,52,0
7100,7104,52,0
6656,6734,52,0
12956,12954,52,0
12954,12957,52,0
9014,9118,52,0
9015,9014,52,0
7349,7249,52,1
10448,10512,52,0
7251,7249,52,1
10448,10509,52,0
9321,9318,52,0
7252,7249,52,1
10247,10361,52,0
10100,10207,52,0
9322,9318,52,0
6960,6955,52,0
10249,10247,52,0
7252,7367,52,0
12032,12144,52,0
10964,11075,52,0
7251,7255,52,1
6806,6801,52,0
12032,12150,52,0
10964,11078,52,0
9322,9349,52,0
7253,7252,52,0
6801,6806,52,0
10974,10964,52,0
9322,9401,52,0
7394,7399,52,0
7249,7251,52,1
6802,6800,52,0
12783,12780,52,0
10963,11075,52,0
9322,9318,52,0
7252,7370,52,0
6802,6806,52,0
13103,13112,52,0
10588,10685,52,0
8816,8706,52,0
7349,7249,52,1
12332,12429,52,0
10685,10588,52,0
8711,8701,52,0
7252,7254,52,0
6919,6910,52,0
9498,9501,52,0
8170,8054,52,0
7252,7373,52,0
6919,6800,52,0
9498,9502,52,0
7349,7312,52,0
9497,9583,52,0
7252,7367,52,0
9494,9498,52,0
7251,7246,52,0
9497,9502,52,0
7886,7892,52,0
7251,7281,52,0
7249,7251,52,0
11574,11581,52,0
7725,7728,52,0
7252,7249,52,0
7349,7249,52,0
11880,11882,52,0
11731,11760,53,0
11119,11128,53,0
8557,8548,53,0
8548,8552,53,0
12480,12590,53,0
12630,12633,53,0
12482,12480,53,0
7547,7545,53,0
7144,7203,53,0
6657,6758,53,0
12628,12631,53,0
7101,7144,53,0
6653,6657,53,0
9798,9797,53,0
12954,13059,53,0
9797,9908,53,0
9014,9121,53,0
10448,10404,53,0
10100,10185,53,0
6951,6980,53,0
10247,10364,53,0
10145,10159,53,0
12032,12035,53,0
12034,12032,53,0
7423,7395,53,0
12094,12030,53,0
13103,13193,53,0
12404,12426,53,0
12030,12094,53,0
9318,9322,53,0
12780,12783,53,0
12038,12033,53,0
6885,6802,53,0
12867,12780,53,0
12094,12090,53,0
10963,10974,53,0
10582,10612,53,0
8701,8711,53,0
12780,12783,53,0
8237,8207,53,0
12032,12093,53,0
10963,11027,53,0
8216,8208,53,0
9497,9494,53,0
8208,8216,53,0
9497,9628,53,0
11581,11624,53,0
7728,7819,53,0
7252,7249,53,0
11736,11732,53,0
11740,11788,53,0
11740,11736,53,0
11740,11736,53,0
11128,11119,53,0
11740,11737,53,0
11740,11736,53,0
9708,9654,53,0
8547,8658,53,0
9646,9654,53,0
8547,8655,53,0
9645,9704,53,0
12480,12483,53,0
7547,7576,53,0
12630,12734,53,0
12480,12587,53,0
7547,7656,53,0
7144,7206,53,0
6655,6657,53,0
12630,12737,53,0
7144,7209,53,0
6657,6761,53,0
9797,9799,53,0
9797,9911,53,0
9014,9009,53,0
7104,7100,53,0
9013,9011,53,0
9011,9014,53,0
10401,10400,53,0
7099,7105,53,0
7144,7186,53,0
6960,6955,53,0
7105,7100,53,0
10145,10105,53,0
6952,6955,53,0
7394,7399,53,0
6952,7062,53,0
6955,6952,53,0
13148,13112,53,0
9318,9321,53,0
6801,6806,53,0
10583,10618,53,0
8705,8700,53,0
6802,6806,53,0
12782,12912,53,0
10582,10670,53,0
13103,13136,53,0
12784,12782,53,0
12033,12120,53,0
10963,11050,53,0
6919,6806,53,0
13102,13112,53,0
8322,8216,53,0
7883,8005,53,0
9497,9500,53,0
8209,8208,53,0
11574,11581,53,0
9497,9631,53,0
7727,7792,53,0
7728,7731,53,0
7349,7246,53,0
11128,11118,54,0
11740,11835,54,0
11733,11740,54,0
8549,8547,54,0
9708,9757,54,0
8547,8550,54,0
9708,9754,54,0
12480,12593,54,0
7547,7550,54,0
12630,12740,54,0
7547,7659,54,0
6657,6654,54,0
13013,13014,54,0
6657,6764,54,0
9797,9905,54,0
6657,6734,54,0
9013,9009,54,0
10402,10407,54,0
10247,10256,54,0
7104,7099,54,0
7399,7395,54,0
12336,12404,54,0
9322,9452,54,0
8816,8711,54,0
12782,12915,54,0
10963,10974,54,0
10685,10588,54,0
12782,12918,54,0
7887,7971,54,0
6803,6802,54,0
13102,13238,54,0
8208,8210,54,0
6802,6937,54,0
13102,13241,54,0
9497,9634,54,0
8208,8345,54,0
11158,11118,54,0
11740,11734,54,0
11740,11841,54,0
8547,8661,54,0
9708,9648,54,0
9647,9708,54,0
12630,12628,54,0
7547,7545,54,0
12628,12631,54,0
7547,7653,54,0
12954,12953,54,0
12630,12664,54,0
9797,9801,54,0
6657,6653,54,0
12630,12737,54,0
12630,12684,54,0
10401,10408,54,0
10247,10256,54,0
10401,10407,54,0
10401,10407,54,0
7099,7206,54,0
7414,7399,54,0
6952,7062,54,0
12404,12450,54,0
8089,8054,54,0
9322,9324,54,0
8700,8761,54,0
8053,8059,54,0
9323,9322,54,0
8053,8059,54,0
12033,12030,54,0
10582,10586,54,0
8054,8059,54,0
12782,12785,54,0
7886,7883,54,0
6802,6804,54,0
11136,11121,55,0
11136,11226,55,0
11740,11838,55,0
8547,8557,55,0
9708,9760,55,0
12481,12485,55,0
12481,12511,55,0
7549,7547,55,0
12481,12485,55,0
9797,9859,55,0
9797,9805,55,0
6656,6658,55,0
6726,6658,55,0
9805,9797,55,0
6726,6658,55,0
10247,10304,55,0
6656,6740,55,0
6726,6653,55,0
7394,7399,55,0
10401,10490,55,0
6952,6954,55,0
12331,12336,55,0
6955,6960,55,0
9322,9455,55,0
8702,8816,55,0
12030,12032,55,0
10964,10974,55,0
10582,10723,55,0
9322,9458,55,0
8054,8062,55,0
12783,12778,55,0
10582,10720,55,0
8053,8196,55,0
7887,7996,55,0
11136,11232,55,0
11136,11229,55,0
11732,11736,55,0
8548,8557,55,0
9654,9645,55,0
9708,9649,55,0
7548,7545,55,0
12958,12955,55,0
12481,12517,55,0
9646,9654,55,0
12671,12740,55,0
9796,9805,55,0
12684,12630,55,0
10256,10247,55,0
6656,6653,55,0
7399,7395,55,0
10402,10407,55,0
12331,12341,55,0
6952,7081,55,0
6952,7087,55,0
8816,8840,55,0
12033,12120,55,0
9322,9318,55,0
8816,8837,55,0
11120,11136,56,0
11731,11736,56,0
8548,8557,56,0
8557,8548,56,0
8548,8557,56,0
12954,12958,56,0
7547,7545,56,0
13014,12958,56,0
12481,12485,56,0
13014,13013,56,0
12955,12960,56,0
9708,9644,56,0
12954,12958,56,0
9797,9800,56,0
12958,13014,56,0
9011,9013,56,0
12658,12631,56,0
10247,10256,56,0
9011,9013,56,0
6658,6657,56,0
9014,9019,56,0
7100,7105,56,0
7399,7395,56,0
7099,7232,56,0
10145,10236,56,0
10101,10145,56,0
12331,12453,56,0
6952,7084,56,0
6953,6952,56,0
11731,11736,56,0
12481,12541,56,0
8547,8557,56,0
8663,8552,56,0
9646,9654,56,0
9797,9831,56,0
9708,9650,56,0
12958,12955,56,0
9646,9654,56,0
12671,12740,56,0
9645,9654,56,0
12630,12628,56,0
9645,9707,56,0
9708,9754,56,0
9014,9011,56,0
7099,7235,56,0
6657,6712,56,0
10401,10400,56,0
7414,7529,56,0
7099,7102,56,0
10145,10233,56,0
7414,7397,56,0
12332,12336,56,0
10145,10102,56,0
11118,11175,57,0
11731,11736,57,0
12485,12480,57,0
7548,7659,57,0
8547,8552,57,0
13014,13036,57,0
12632,12630,57,0
10247,10256,57,0
12630,12633,57,0
9646,9648,57,0
6656,6654,57,0
10403,10402,57,0
9646,9785,57,0
9014,9147,57,0
7099,7229,57,0
6656,6784,57,0
10402,10539,57,0
7414,7532,57,0
7101,7099,57,0
12332,12336,57,0
10145,10230,57,0
7414,7526,57,0
11136,11128,57,0
11740,11736,57,0
11731,11835,57,0
12481,12535,57,0
7545,7548,57,0
7547,7604,57,0
8548,8552,57,0
7547,7545,57,0
9796,9805,57,0
7547,7545,57,0
13014,13084,57,0
7547,7545,57,0
12955,12958,57,0
10285,10247,57,0
12630,12761,57,0
10248,10256,57,0
12630,12767,57,0
10256,10248,57,0
9646,9779,57,0
9014,9144,57,0
6655,6656,57,0
10402,10404,57,0
9647,9646,57,0
9015,9014,57,0
6656,6790,57,0
11119,11229,58,0
11732,11729,58,0
12480,12485,58,0
12480,12565,58,0
12481,12487,58,0
8663,8681,58,0
8547,8552,58,0
12956,13014,58,0
7548,7545,58,0
13014,13090,58,0
12630,12764,58,0
10247,10389,58,0
11136,11122,58,0
11119,11124,58,0
